YEATS4	VPS72	1.0
RPS28	BEND7	0.44249700000000003
ZNF770	DHX57	0.44245100000000004
YTHDC2	ZCCHC9	0.44245100000000004
XPO4	THADA	0.44245100000000004
TOE1	DHX57	0.44245100000000004
RRP15	RBM19	0.44245100000000004
RRP15	DDX56	0.44245100000000004
RBM19	DHX57	0.44245100000000004
NID1	FOXRED2	0.44245100000000004
KIF14	XPO4	0.44245100000000004
IGF2BP2	RALY	0.44245100000000004
DYM	XPO4	0.44245100000000004
BMS1	DHX57	0.44245100000000004
LRR1	COPS7A	0.442353
CCT6B	TCEA1	0.442351
MRPL39	MALSU1	0.44234399999999996
GUSB	PLXNA1	0.442222
SUMO2	NDC1	0.442166
SERBP1	RPSA	0.442166
SERBP1	RPS21	0.442166
SERBP1	RPL23A	0.442166
RPSA	NPM3	0.442166
RPS2	NPM3	0.442166
RPL7A	NOL6	0.442166
RBMXL1	APOBEC3B	0.442166
NPM3	RPS21	0.442166
NOL6	RPL10A	0.442166
UGT2B4	TPT1	0.44214799999999993
PRAP1	CD48	0.442024
C20orf24	TMEM51	0.442013
NAP1L1	ANP32E	0.441899
SRRT	PRPF6	0.44186400000000003
NIP7	MRPS22	0.441852
RBM34	RPLP0	0.44178500000000004
BBS4	MIB1	0.44178199999999995
APEX1	CFAP74	0.44159899999999996
COMMD5	COMMD2	0.44154899999999997
CFL2	MDH2	0.441533
PFDN6	AOX1	0.441492
KHDRBS1	ILF3	0.441483
LAMP1	GSTP1	0.44147
QDPR	HSD17B14	0.44136400000000003
POLR2D	GPN3	0.441299
RPS19	USP10	0.44126800000000005
NOC3L	HERC5	0.441133
IPO7	CPSF6	0.441116
RPS6	EEF1G	0.44106899999999993
RPL18A	TSR1	0.440902
RPL31	RBM34	0.44088999999999995
RRP12	IMP4	0.440885
TTI1	XPO6	0.44086899999999996
SRSF8	PNN	0.44086899999999996
SRP68	GLTSCR2	0.44086899999999996
PRDM15	SF3B2	0.44086899999999996
PRDM15	GLYR1	0.44086899999999996
PRDM15	GLTSCR2	0.44086899999999996
POGLUT1	ARSB	0.44086899999999996
GLYR1	BUD13	0.44086899999999996
GCN1	XPO6	0.44086899999999996
CTSF	POGLUT1	0.44086899999999996
BUD13	GLTSCR2	0.44086899999999996
SNU13	HNRNPM	0.44079700000000005
YWHAH	FAM83G	0.440748
CAPRIN1	ZC3H4	0.44072
EEF1B2	RPL37A	0.440616
RBM8A	RNF113A	0.44055600000000006
PSMB5	RAC3	0.440532
NAT10	RRBP1	0.440517
DHX57	IMP4	0.440479
SRSF10	LMNB1	0.440458
TES	RAI14	0.4404
SIPA1	RAI14	0.4404
RAI14	ACTN1	0.4404
RBKS	AARS	0.440395
ZBTB2	GATAD2A	0.44037299999999996
GNL3	MRPS22	0.440337
UPF1	MRPS22	0.44031000000000003
OVCA2	MYH11	0.44023500000000004
SRRM1	CD2BP2	0.44017700000000004
GLIPR2	YES1	0.44014200000000003
UGGT2	GALNS	0.44013800000000003
S100A16	ARG1	0.44013800000000003
NID1	SGSH	0.44013800000000003
ERAL1	MRPS33	0.44013800000000003
AGPAT4	AGPAT3	0.44013800000000003
AGPAT3	VKORC1L1	0.44013800000000003
DPF3	PBRM1	0.44
XPA	ERCC1	0.439953
CD200R1	TCP10L2	0.439921
HIST1H1C	NAP1L1	0.439856
PSIP1	CDK12	0.439855
UTP3	ESF1	0.43974799999999997
GPM6B	DGUOK	0.439729
ACAP1	PSMA7	0.439726
RPS21	RPS15A	0.439679
NHP2	RPS14	0.43963100000000005
SRP68	GNL2	0.43958800000000003
MYO18A	TPM4	0.439525
TMPO	SDC2	0.439512
DBN1	CFL2	0.439507
PIN1	ENSG00000243678	0.439482
SGPL1	ANKRD12	0.43940799999999997
NIF3L1	BLMH	0.43940799999999997
SRRM1	MSH6	0.43939799999999996
NUP188	TMEM209	0.43939700000000004
UGP2	NAPRT	0.43934799999999996
RTF1	CDC73	0.439305
NKRF	RIOX2	0.43925299999999995
ACAP1	PSMA5	0.439225
RAB10	RAB14	0.439192
PDS5A	RAD21	0.439143
ZNF446	ZNF174	0.439122
ZKSCAN4	ZNF446	0.439122
VSNL1	DNM1L	0.439122
TYMP	PPL	0.439122
RPF1	IMP4	0.439122
PSMG3	PSMA7	0.439122
PSMA4	PSMG3	0.439122
PHF10	PBRM1	0.439122
PHF10	ARID2	0.439122
LRIF1	CHD8	0.439122
HIST1H2BL	DPYSL4	0.439122
HIST1H2BL	DNM1L	0.439122
HIST1H2BL	DCLK1	0.439122
HECW2	WWOX	0.439122
GPM6B	DPYSL4	0.439122
GPM6B	DNM1L	0.439122
GPATCH1	BUD31	0.439122
DPYSL4	VSNL1	0.439122
DPYSL4	DCLK1	0.439122
DCLK1	DNM1L	0.439122
BUD31	CWC15	0.439122
POLR2C	CTDP1	0.439061
ZNF768	RSL1D1	0.43893999999999994
PURA	MMTAG2	0.43893999999999994
SURF6	TSR1	0.438931
NHP2	BTF3	0.438899
KDM3B	POLA1	0.43888999999999995
SSH2	CORO2A	0.438863
SSFA2	SSH2	0.438863
ARHGAP11A	SSH2	0.438863
NAP1L4	RPL9P7	0.43884399999999996
MRPL52	MRPL34	0.43880399999999997
RPL15	RPS21	0.43879399999999996
PALD1	NXPH3	0.43878
TUFM	ATP5C1	0.43877
ZNF768	YTHDC2	0.43874300000000005
UGGT2	PAM	0.43874300000000005
NID1	NAGLU	0.43874300000000005
RFK	C11orf54	0.438723
SRP14	TUFM	0.438698
TPM4	TPM3	0.438697
AATF	DDX31	0.43869300000000006
DDX19A	PEA15	0.438658
MRPL1	RCC1L	0.43855500000000003
GRWD1	RPS3A	0.43851599999999996
AUP1	TUBA1C	0.43848100000000007
GRWD1	TSR1	0.438463
UTP23	RBM28	0.43846
RPL6	RRBP1	0.438391
NAT10	RPS17	0.438366
RPL4	NOL6	0.438333
UPF1	RBM28	0.43828599999999995
HYKK	OSGEP	0.438271
POLL	SEMG1	0.438263
FBRS	YAF2	0.438259
EIF2S2	CDC73	0.43822
IMPAD1	ENTPD6	0.438147
RRP15	AATF	0.43810299999999996
MICAL3	KIF23	0.43808500000000006
IPO7	THRAP3	0.43808199999999997
NDUFA5	NDUFA8	0.438065
C11orf42	SNX5	0.43806000000000006
RPL6	H2AFX	0.438015
TAMM41	KLK8	0.43798100000000006
CALR	RPL24	0.43787299999999996
HEATR5B	AP1M2	0.43786400000000003
DDX50	RPS17	0.437751
KAT2A	SUPT20H	0.43773
RPL10A	IGF2BP3	0.43759899999999996
STIP1	HSP90AB1	0.437572
NSUN2	RPL22	0.43750500000000003
MLLT3	CCNT2	0.437488
FLII	CFL1	0.437486
ARPC4	FLII	0.437486
ARPC4	DAB2	0.437486
ZNF768	SRRM1	0.43747600000000003
ZNF768	MOV10	0.43747600000000003
MRPL17	MALSU1	0.43747600000000003
MOV10	MMTAG2	0.43747600000000003
KRI1	MMTAG2	0.43747600000000003
GTPBP4	ZCCHC3	0.43747600000000003
C7orf50	ZC3H8	0.43747600000000003
ADAM10	EGFR	0.43747600000000003
ST5	MYH9	0.43746599999999997
RPL13A	IMP4	0.43743999999999994
RPL18	RPS17	0.437406
MRPL44	MRPL33	0.437399
RPS2	HIST1H1A	0.43734399999999996
ARHGAP21	CFL2	0.437329
MYL12B	MYL6B	0.43732299999999996
ERAL1	COL1A1	0.437317
CCT3	CYP27A1	0.43725600000000003
RPS29	NAT10	0.43724300000000005
RPS16	RPS29	0.43724300000000005
NGRN	MRPL34	0.437233
RPS18	CALR	0.437217
PCM1	FOPNL	0.43720699999999996
MYO1E	NEXN	0.437205
MYO1E	CFL1	0.437205
DST	NEXN	0.437205
CFL1	CORO2A	0.437205
ARPC4	SSFA2	0.437205
ARPC4	CORO2A	0.437205
ARPC4	ARHGAP11A	0.437205
ARHGAP11A	CFL1	0.437205
STAM2	SH3BP1	0.43720200000000004
CD2BP2	CDK12	0.437141
PRKAG2	PRKAA2	0.43710600000000005
CALML3	CFL1	0.437058
UTP23	RSL1D1	0.436989
VPS36	SNF8	0.436906
WDR1	SPTBN1	0.43689700000000004
TWF1	SPTBN1	0.43689700000000004
SORBS2	SPTBN1	0.43689700000000004
PLEKHG3	SPTBN1	0.43689700000000004
PLEKHG3	AFAP1	0.43689700000000004
CALM2	SPTBN1	0.43689700000000004
CALM2	AFAP1	0.43689700000000004
DYNLL1	FAM117B	0.436816
RCN1	DLST	0.43678199999999995
TRAPPC5	TRAPPC6A	0.436774
MRPS26	MYBBP1A	0.436758
MRPS26	54865	0.436758
HP1BP3	MRPS26	0.436758
UGP2	CUBN	0.43673999999999996
CHD5	GATAD2A	0.43671000000000004
LTV1	YTHDC2	0.43665699999999996
ZNF397	ZSCAN21	0.43658
SRP72	UHRF1	0.436579
NVL	KRI1	0.43638999999999994
NOC2L	RBM28	0.43635799999999997
WBP11	ENSG00000146963	0.436341
CELF2	PPIA	0.43631400000000004
YARS2	MRPL30	0.436283
YARS2	MRPL28	0.436283
ADSSL1	LYPLA2	0.43623199999999995
RPL8	NPM3	0.436198
PSMB10	PSMA1	0.43618900000000005
HIST1H1A	PES1	0.436188
UAP1	MBL2	0.436141
PSIP1	CDC73	0.43608
GRIA2	HAX1	0.435924
NAP1L4	EEF1A1	0.43591
YBX3	RRP12	0.43590500000000004
VSIG2	CDS1	0.43585799999999997
DDHD2	SEC23IP	0.435726
LRP4	BEND7	0.435675
TPRN	MYO1E	0.43561300000000003
TPRN	ARHGAP11A	0.43561300000000003
MYO1E	COBL	0.43561300000000003
MYO1E	ABLIM1	0.43561300000000003
SEPT3	PCMTD2	0.435543
SRSF10	ENSG00000146963	0.435541
FOXD4L6	KIAA0232	0.435532
SLC27A3	DHRS7	0.435446
RETSAT	DHRS7	0.435446
PUM3	LARP7	0.435446
GEMIN4	TNPO3	0.435446
DDX54	LARP7	0.435446
CEP78	FGFR1OP	0.43543000000000004
CWF19L1	SETD3	0.43537700000000007
RANBP2	TMEM214	0.43533299999999997
ZNF622	TSR1	0.435331
TTC37	TSR1	0.435331
TTC37	RPS27	0.435331
TRMT112	RPS27	0.435331
SND1	TSR1	0.435331
RPL18A	TRMT112	0.435331
NXF1	NUP133	0.435331
NUPL2	NUP35	0.435331
SRRM1	RPL26L1	0.435328
MRTO4	RPL26L1	0.435328
MOV10	RPL26L1	0.435328
BOP1	RPL26L1	0.435328
USO1	TNK1	0.43527899999999997
AFAP1	MYO5C	0.43523500000000004
AATF	NOP16	0.43517700000000004
3500	SERPINA1	0.43517700000000004
PSMB5	PSMB10	0.435116
DPP3	PPAT	0.43505699999999997
CORO1B	COBL	0.435029
CORO1B	ABLIM1	0.435029
USP9Y	HSPH1	0.434943
POLR2I	RPRD1A	0.43491199999999997
SRP72	XRN2	0.434907
PABPC4	MRPS22	0.434853
ZNF22	PABPC4	0.434751
ZNF574	GNL3	0.43463999999999997
ZNF574	DDX27	0.43463999999999997
UPK3BL	ESYT1	0.43463999999999997
UPK3BL	ATP2A3	0.43463999999999997
TNPO2	BTAF1	0.43463999999999997
SLIT2	FUT11	0.43463999999999997
RPL17	GZF1	0.43463999999999997
POP1	MYEF2	0.43463999999999997
MYEF2	GNL3	0.43463999999999997
MYEF2	DDX24	0.43463999999999997
H1F0	POP1	0.43463999999999997
H1F0	GNL3	0.43463999999999997
DHX57	MRPS22	0.434613
GPN1	POLR2H	0.434594
SSFA2	MYO5B	0.434532
SSFA2	CORO1B	0.434532
MYO1E	MYO5B	0.434532
MYO1E	CORO1B	0.434532
CORO2A	MYO5B	0.434532
RPL12	SND1	0.434515
KIAA0753	TBC1D31	0.434483
BASP1	SORBS2	0.434483
ZMYND8	KDM5C	0.434464
GNL2	RIOX2	0.43439399999999995
PDS5A	WAPL	0.43431400000000003
RPL9P7	EEF1G	0.434275
DHX15	MBD3	0.434249
SRSF8	PPIG	0.434154
HAUS3	HAUS5	0.4341
ZNF668	ZNF770	0.43407700000000005
ZNF668	RBM19	0.43407700000000005
SYT1	CNTN1	0.43407700000000005
SCAMP3	SCAMP1	0.43407700000000005
RSBN1L	BMS1	0.43407700000000005
RSBN1	BMS1	0.43407700000000005
EPB41L1	CNTN1	0.43407700000000005
CNTN1	CRMP1	0.43407700000000005
ATP4A	EPB41L1	0.43407700000000005
MAN1A2	CLDND1	0.43397299999999994
NOP2	UTP3	0.43396599999999996
HDAC6	DBT	0.43395
TMOD1	NEXN	0.43391899999999994
LUZP1	NEXN	0.43391899999999994
ARPC4	MISP	0.43391899999999994
ARPC4	LUZP1	0.43391899999999994
DHX15	CD2BP2	0.433776
CCDC59	MYBBP1A	0.43365
ERCC2	TOPBP1	0.433579
PRKAB2	PRKAG2	0.43350200000000005
LIN28B	RPL7L1	0.43337600000000004
LIN28B	RPL36A	0.43337600000000004
H1F0	LIN28B	0.43337600000000004
CHPF	FUT11	0.43337600000000004
CEBPZ	LIN28B	0.43337600000000004
FABP5	QDPR	0.433359
PKP2	SEC24B	0.433328
RNASEH2B	SETD3	0.433251
TPP2	HSPG2	0.43318599999999996
TRMT1	METTL1	0.433179
RPL18A	HIST1H1B	0.43315299999999995
TAF15	NCOA5	0.433141
KHDRBS1	SSRP1	0.433129
YTHDC2	DHX57	0.433098
ACTN2	MYH6	0.43309
RBM17	SCAF8	0.433055
LTV1	TSR1	0.432989
PARK7	ENO3	0.432967
GNA13	RRAS2	0.432965
TUBA8	RPL13	0.43293999999999994
TPI1	PCMT1	0.43292700000000006
NPM3	RPL3	0.432917
KIAA0930	WRN	0.43287299999999995
CUTC	SFPQ	0.432871
SDAD1	RBM28	0.432838
RPL32	SRP14	0.432788
GAR1	FARS2	0.432778
UBE2D2	OTUB1	0.43277299999999996
SRSF9	THOC2	0.43263
PCSK6	CERCAM	0.432575
GAR1	RRP9	0.432575
DDX50	LLPH	0.432575
CERCAM	GALNS	0.432575
HSDL2	ATXN2L	0.432526
ETFB	CAB39	0.432417
CLSPN	TIPIN	0.43237
HERC5	EBNA1BP2	0.43236899999999995
XRN2	ZCCHC3	0.43235200000000007
XRN2	NSA2	0.43235200000000007
RRP12	ZNF22	0.43235200000000007
RRP12	NSA2	0.43235200000000007
MALSU1	MRPL30	0.43235200000000007
PPP1R8	YLPM1	0.43234399999999995
PPP1R8	RIF1	0.43234399999999995
LGALS8	SLC22A23	0.432259
NOP2	C8orf33	0.43223100000000003
CCDC92	PSMC2	0.43223100000000003
BTF3	EEF1G	0.432134
PWP1	RPS24	0.432054
TMPO	ATRX	0.43204899999999996
GNA13	CTNND1	0.432008
POLR1E	POLR1D	0.43198800000000004
NUFIP1	DNM1L	0.431871
RAB10	RAB7A	0.43176899999999996
SLC25A20	SLC25A6	0.43174300000000004
CAT	ADSL	0.431699
SNRPD2	RUVBL1	0.431688
EIF2S1	RPL27A	0.431662
ZNF768	RRP12	0.431566
XRN2	MMTAG2	0.431566
C7orf50	XRN2	0.431566
SF3B1	CDC73	0.431511
RPS11	CANX	0.43151000000000006
RANBP2	PRPF6	0.431482
BASP1	AFAP1	0.431425
NOC2L	IMP4	0.431392
MRPL18	RCC1L	0.431379
155660	TCHH	0.43135
NUFIP1	AMPH	0.43131499999999995
NGRN	MRPL48	0.43126099999999995
NDUFA5	NDUFV1	0.43126000000000003
RPL38	EIF2S1	0.43124799999999996
RPL32	RPSA	0.43124799999999996
AATF	LTV1	0.431196
RPL13A	SRRM1	0.43116099999999996
RPL13A	MOV10	0.43116099999999996
RPL13A	BOP1	0.43116099999999996
COPE	COPG1	0.43113999999999997
SRP72	54865	0.43108199999999997
S100A8	SERPINB3	0.43108199999999997
RPF1	SURF6	0.43108199999999997
RPF1	PPAN	0.43108199999999997
RPF1	MYBBP1A	0.43108199999999997
RPF1	HP1BP3	0.43108199999999997
RPF1	GNL2	0.43108199999999997
RPF1	54865	0.43108199999999997
ITCH	WWOX	0.43108199999999997
ITCH	HECW2	0.43108199999999997
HECW2	ANKRD13A	0.43108199999999997
54865	IMP4	0.43108199999999997
CGGBP1	TMA7	0.431019
H2AFY2	HIST1H2BA	0.431014
P2RY12	TMEM161B	0.43097799999999997
PPP1CB	MYH9	0.43093400000000004
RPL19	MYH7B	0.43068999999999996
MYEF2	RPL26L1	0.430662
CEBPZ	RPL26L1	0.430662
PWP1	PURA	0.43065600000000004
POF1B	SBSN	0.43065600000000004
ABT1	RSL1D1	0.43065600000000004
ABT1	PURA	0.43065600000000004
TRA2B	PRPF4B	0.43055299999999996
NUPL2	NUP88	0.430542
IFI16	FBL	0.43052799999999997
HSP90AA1	G3BP2	0.43044799999999994
RRP1B	RPS5	0.430389
ATP6V1B2	ATP6V1H	0.43037700000000007
HEYL	PGGT1B	0.430295
PSMD9	PSMD12	0.430267
NDUFA5	NDUFS2	0.43021800000000004
NDUFB10	NDUFS3	0.430191
PABPC4	DDX24	0.43004799999999993
YBX3	RPS5	0.43003100000000005
TINF2	TERF2	0.43003100000000005
SERBP1	DDX50	0.43003100000000005
SERBP1	AVEN	0.43003100000000005
RPS13	AVEN	0.43003100000000005
PDS5B	STAG2	0.43003100000000005
NPM3	AVEN	0.43003100000000005
DDX50	RTCB	0.43003100000000005
AVEN	RTCB	0.43003100000000005
CDC26	GNPTAB	0.430015
PRPF8	DDX46	0.429997
EEF1B2	RPL24	0.429994
EDC4	PNRC1	0.429989
SEC24B	SEC31A	0.429951
PLEC	SSH2	0.42994099999999996
CDCA2	GLE1	0.42993000000000003
MRPL33	MRPL19	0.42983599999999994
MRPL17	MRPL33	0.42983599999999994
LRP10	TNFRSF10B	0.429787
RCC2	SRSF11	0.429777
DST	CALML3	0.42975399999999997
STXBP1	VAMP2	0.42969399999999996
NGRN	MRPL11	0.42969399999999996
RMDN1	SERPINB8	0.429691
FGF1	GPC1	0.429658
SSB	RPL13	0.429633
TMEM38B	LRRTM2	0.42962100000000003
LTV1	LARP7	0.429573
DSTN	AKR1D1	0.429543
TRUB2	MRPL38	0.429525
YLPM1	NCOA5	0.42939700000000003
COPS4	CUL2	0.42926899999999996
DCAF4	DCAF11	0.429237
PIBF1	KIAA1328	0.429224
PIBF1	BBS4	0.429224
UGGT2	GALNT18	0.429201
ZNF7	KIF19	0.42913199999999996
LRRFIP1	CORO1C	0.42905
ZSCAN25	DHX30	0.429026
ZC3HAV1	MPHOSPH10	0.429026
RRP8	RRP9	0.429026
NSD2	RRP9	0.429026
DDX50	MPHOSPH10	0.429026
CCDC59	DHX30	0.429026
PDE12	ENSG00000012983	0.428986
SPECC1	AKAP2	0.42898400000000003
SEMG1	LSM14B	0.42897799999999997
ZBTB20	WDR1	0.428951
ZBTB20	TWF1	0.428951
ZBTB20	PLEKHG3	0.428951
LHX4	SSBP4	0.42894899999999997
SNRNP200	AQR	0.42893100000000006
UGGT2	SIAE	0.428781
NAT10	DDX27	0.42868100000000003
NOL6	RPS9	0.42841599999999996
PPAN	RBMX2	0.428382
PPAN	IGF2BP3	0.428382
MRPS26	IGF2BP3	0.428382
IGF2BP3	54865	0.428382
NUFIP1	SYN1	0.42837700000000006
AATF	NIFK	0.428233
TXNL4A	EFTUD2	0.428171
GNAS	OCIAD1	0.42815299999999995
MRPS22	54865	0.42815
PCMT1	GPI	0.428112
RPL7A	USP10	0.42808500000000005
NKRF	LTV1	0.42801000000000006
ZNF629	PURA	0.42799499999999996
RSL1D1	ZCRB1	0.42799499999999996
RSL1D1	NSD2	0.42799499999999996
PURA	ZCRB1	0.42799499999999996
PURA	TSR1	0.42799499999999996
CCDC59	RSL1D1	0.42799499999999996
FTSJ3	MRPS22	0.42797799999999997
DBN1	SPECC1	0.427967
HNRNPDL	EWSR1	0.427889
DAB2	TWF1	0.427879
RAN	PRPF40A	0.427854
USP10	RFC5	0.42776000000000003
SUMO2	GLE1	0.42776000000000003
RRM2	CFAP97	0.42776000000000003
RRM2	ANAPC10	0.42776000000000003
RPS13	RTCB	0.42776000000000003
RPL18	NOL6	0.42776000000000003
NPM3	G3BP1	0.42776000000000003
NOL6	USP10	0.42776000000000003
XIAP	BIRC8	0.42769300000000005
BYSL	RPSA	0.42768199999999995
RAE1	NUP205	0.42759300000000006
RAE1	NUP155	0.42759300000000006
ZNF22	NMNAT1	0.427584
ZC3H8	FARS2	0.427584
STAU1	UTP3	0.427584
NMNAT1	RRS1	0.427584
MOV10	HERC5	0.427584
MAEA	ZMYND19	0.427584
HERC5	NSA2	0.427584
GPAT3	CHP1	0.427584
FARS2	ZCCHC3	0.427584
FARS2	NSA2	0.427584
CPS1	PCCA	0.427584
AATF	ZNF22	0.427584
AATF	ZC3H8	0.427584
AATF	MOV10	0.427584
CACNA2D2	PTPRU	0.427576
RPL15	SLC25A4	0.42754200000000003
CIT	PPM1F	0.42753500000000005
SRP68	CAGE1	0.427496
HAX1	NCALD	0.427433
UTP18	LYAR	0.427421
BRIX1	YTHDC2	0.427383
CCDC137	UTP18	0.42726800000000004
CCDC137	IGF2BP3	0.42726800000000004
HIP1R	GAK	0.427257
RSL24D1	RPS13	0.427228
RSL24D1	LARP1	0.427228
RBM28	ZCCHC9	0.427228
RBM19	PABPC4	0.427228
RBM19	LARP1	0.427228
RBM19	FTSJ3	0.427228
PABPC4	DDX56	0.427228
LARP1	DDX56	0.427228
FTSJ3	ZCCHC9	0.427228
DDX56	RBM28	0.427228
BMS1	FTSJ3	0.427228
ZC3H8	RPL17	0.42721400000000004
ZC3H8	DDX27	0.42721400000000004
SRRM1	RPL17	0.42721400000000004
RPL17	ZCCHC3	0.42721400000000004
DDX27	ZCCHC3	0.42721400000000004
DDX24	ZCCHC3	0.42721400000000004
BOP1	LYAR	0.42721400000000004
ADAM10	ADAM17	0.42721400000000004
RPL23	HIST1H1E	0.427209
EIF4E	ARPC1A	0.42714799999999997
CLINT1	STAMBP	0.427098
RPL32	RPLP2	0.42709300000000006
HNRNPA1	DUSP11	0.42708199999999996
RPL18	SLC25A3	0.426709
VAMP3	STX3	0.42665200000000003
TPD52	PPP1R14B	0.42663900000000005
ZSCAN25	RPS5	0.42663199999999996
ZNF629	RPL7L1	0.42663199999999996
ZNF629	NKRF	0.42663199999999996
ZNF629	GZF1	0.42663199999999996
ZNF574	MPHOSPH10	0.42663199999999996
ZNF574	DDX10	0.42663199999999996
ZCRB1	GZF1	0.42663199999999996
TTF1	IMP3	0.42663199999999996
SARS2	ELAC2	0.42663199999999996
RRP8	RRP1B	0.42663199999999996
RRP8	RPS5	0.42663199999999996
RRP8	RPL36A	0.42663199999999996
PSEN1	DERL2	0.42663199999999996
PMVK	TPD52L2	0.42663199999999996
PAK1IP1	ZNF574	0.42663199999999996
PAK1IP1	CEBPZ	0.42663199999999996
NSD2	ZNF574	0.42663199999999996
NSD2	RPL36A	0.42663199999999996
NKRF	ZSCAN25	0.42663199999999996
NKRF	TTF1	0.42663199999999996
KRR1	ZSCAN25	0.42663199999999996
KRR1	RRP8	0.42663199999999996
KRR1	DDX10	0.42663199999999996
GZF1	MPHOSPH10	0.42663199999999996
EDEM2	ASPH	0.42663199999999996
CEBPZ	RRP8	0.42663199999999996
CCDC59	RPL7L1	0.42663199999999996
CCDC59	IMP3	0.42663199999999996
BAHCC1	BRMS1L	0.426583
ZDHHC5	COBL	0.42658
SEPT12	SEPT2	0.426575
SMARCB1	PBRM1	0.426534
SLC25A5	RPS5	0.42650299999999997
ABT1	NIFK	0.426397
TTI1	ZW10	0.426387
SF3B2	ZC3HAV1	0.426387
SF3B2	RRP9	0.426387
SF3B2	DHX30	0.426387
POGLUT1	GALNS	0.426387
GLYR1	RRP9	0.426387
GCN1	DNAAF5	0.426387
RUVBL2	DPCD	0.42635100000000004
RBM25	DHX15	0.426349
ZBTB11	NOC3L	0.426309
PUM3	UPF1	0.426309
EPHX1	VRK2	0.426309
DDX54	NOC3L	0.426309
DDX54	GLYR1	0.426309
RPL23A	USP10	0.42627299999999996
GSN	LRRFIP2	0.426179
LRRC8E	FCGR3B	0.426174
RPLP0	GRWD1	0.42616499999999996
SVIL	MYO5B	0.42598500000000006
SNRPE	DDX3X	0.425828
RRBP1	HNRNPU	0.425809
SETX	PNKD	0.42578900000000003
SNRPA	NXN	0.425691
HDAC1	HMG20B	0.425537
ILF3	NMT1	0.425461
CALM2	LIMA1	0.42539399999999994
HP1BP3	RPS17	0.425385
DGUOK	CDH13	0.425379
YTHDC2	RIOX2	0.425253
LRR1	DCAF4	0.425201
CCDC137	RPL36A	0.4251
TMEM43	NDUFB7	0.42503500000000005
RPS2	EIF1AX	0.42503500000000005
NUP155	SMPD4	0.42503500000000005
NDC1	SMPD4	0.42503500000000005
GNPTG	ANAPC5	0.42503500000000005
EIF1AX	RPSA	0.42503500000000005
EIF1AX	RPS21	0.42503500000000005
EIF1AX	RPL7A	0.42503500000000005
EIF1AX	RPL27	0.42503500000000005
C2CD3	CSPP1	0.42503500000000005
ANAPC16	GNPTG	0.42503500000000005
OSBPL2	UNC45A	0.424889
FLII	INF2	0.424843
SGO1	KIF2C	0.42468500000000003
FECH	PPP4R1	0.42468199999999995
MRPS30	RCC1L	0.42458599999999996
RRP12	RRP1B	0.424457
KRR1	NOC2L	0.42445
MED11	MED25	0.424291
CCDC58	FUBP3	0.424275
RPL36A	RPL7L1	0.424262
SPOUT1	NOP16	0.42426099999999994
RPS21	RPS3	0.42413100000000004
NDRG4	HAX1	0.424113
RPS23	RPL26	0.42405
RPL9P7	ATP5A1	0.424044
AKAP2	MYH9	0.42403100000000005
ZNF770	LLPH	0.424026
TOE1	RPS24	0.424026
RPS26	LLPH	0.424026
RPS24	ZCCHC9	0.424026
RPS24	DDX56	0.424026
RBM19	RPS24	0.424026
RBM19	RPF2	0.424026
RBM19	GAR1	0.424026
GAR1	ZNF770	0.424026
GAR1	RPS26	0.424026
GAR1	BMS1	0.424026
CTCF	ZNF770	0.424026
CERCAM	FOXRED2	0.424026
C8orf33	RPF2	0.424026
TPR	U2AF1L5	0.423944
ATP5A1	RPS20	0.423763
NOC2L	RRP1B	0.423728
POMK	PIGB	0.42372600000000005
RBM34	IGF2BP1	0.42367299999999997
ZNF689	DHX30	0.42352399999999996
ZBTB24	ZC3HAV1	0.42352399999999996
ZBTB24	DHX30	0.42352399999999996
XPO6	ZW10	0.42352399999999996
UQCRH	UQCR10	0.42352399999999996
PRDM15	DHX30	0.42352399999999996
NGDN	DHX30	0.42352399999999996
MBTPS1	DCBLD2	0.42352399999999996
MBTPS1	ARSB	0.42352399999999996
BUD13	ZC3HAV1	0.42352399999999996
BUD13	DHX30	0.42352399999999996
VCPIP1	HRASLS5	0.423523
MBOAT1	PTDSS2	0.423509
MANEAL	SIAE	0.42350200000000005
NOL12	ZCCHC3	0.423465
ATP2A1	GCNT2	0.423425
ZNF593	DRG2	0.42321800000000004
POLE3	SMARCA1	0.42311099999999996
STXBP5	STX3	0.42303599999999997
EIF2S1	RPL21	0.42298199999999997
CD2BP2	PRPF40A	0.422944
ZNF396	ZSCAN18	0.42290900000000003
RINT1	C19orf25	0.42285
HSPA12A	TMEM51	0.42285
FGFR3	TMEM231	0.422846
WDR1	NEXN	0.422824
PLEKHG3	NEXN	0.422824
CALM2	NEXN	0.422824
CALM2	CFL1	0.422824
ZNF629	RPL26	0.422818
TTF1	RPL26	0.422818
RRP8	RPL26	0.422818
RPL26	MPHOSPH10	0.422818
NOP2	ZNF629	0.422818
KDM5C	TSPYL2	0.42271800000000004
LLPH	LARP7	0.422703
KPRP	ALOX12B	0.422703
IPO11	TNPO3	0.422703
TSPYL2	ZNF592	0.42261000000000004
TINF2	ACD	0.42261000000000004
DNAAF2	PLXNA4	0.422605
HLA-G	HLA-C	0.422584
SLC7A6	6526	0.422575
HNRNPA3	SKIV2L2	0.422444
ZBTB10	LACC1	0.42242799999999997
RPSA	RPS25	0.42236899999999994
UBFD1	FSD1	0.42233699999999996
TM4SF20	CD74	0.422317
ITGB5	MFGE8	0.422306
